name,york_id,n_entries_iris,n_instruments_iris,value,has_materials
1906,york:933802,1,3,Characteristics of weak and strong readers in a foreign langauge,Records with materials
1907,york:933803,2,2,"Metalinguistic knowledge, language aptitude and language proficiency",Records with materials
1907,york:933803,2,2,The metalinguistic knowledge of undergraduate students of English language or linguistics,Records with materials
1908,york:933804,1,1,"Metalinguistic knowledge, language aptitude and language proficiency",Records with materials
1909,york:933806,1,5,"Metalinguistic knowledge, language aptitude and language proficiency",Records with materials
1910,york:933807,1,1,The intermediary role of reformulation in learning French as a foreign language: The case of students at the University of Ghana,Records with materials
1911,york:933808,1,3,A comparison of EFL teachers’ and students’ attitudes to oral corrective feedback,Records with materials
1912,york:933809,1,1,Preparing Teaching Assistants to work with all learners: The impact of accessibility training.,Records with materials
1913,york:933919,1,3,Incidental vocabulary acquisition through viewing L2 television and factors that affect learning,Records with materials
1914,york:933999,1,2,Examining the Temporal Structure of the Perception-Production Link in SLA: A Longitudinal Study,Records with materials
1915,york:934048,1,1,Examining the Temporal Structure of the Perception-Production Link in SLA: A Longitudinal Study,Records with materials
1916,york:934049,1,1,Examining the Temporal Structure of the Perception-Production Link in SLA: A Longitudinal Study,Records with materials
1917,york:934050,1,1,Pourquoi l'acquisition des pronoms est plus simple que celle des articles apport du japonais L1 dans l'expression de la référence aux entités en français L2,Records with materials
1918,york:934061,2,1,A guide to doing statistics in second language research using SPSS and R,Records with materials
1918,york:934061,2,1,TOEFL to the Test: Are Monodialectal AAL-speakers Similar to ESL Students?,Records with materials
1919,york:934062,2,1,"The effects of planning on fluency, complexity and accuracy in second language narrative writing",Records with materials
1919,york:934062,2,1,A guide to doing statistics in second language research using SPSS and R,Records with materials
1920,york:934066,2,1,Understanding the world through L1 and L2 German and Spanish - The case of placement events,Records with materials
1920,york:934066,2,1,The effect of language on recognition memory in L1 and L2 speakers: The case of placement events,Records with materials
1921,york:934067,2,1,Understanding the world through L1 and L2 German and Spanish - The case of placement events,Records with materials
1921,york:934067,2,1,The effect of language on recognition memory in L1 and L2 speakers: The case of placement events,Records with materials
1922,york:934068,2,1,Understanding the world through L1 and L2 German and Spanish - The case of placement events,Records with materials
1922,york:934068,2,1,The effect of language on recognition memory in L1 and L2 speakers: The case of placement events,Records with materials
1923,york:934069,2,2,Understanding the world through L1 and L2 German and Spanish - The case of placement events,Records with materials
1923,york:934069,2,2,The effect of language on recognition memory in L1 and L2 speakers: The case of placement events,Records with materials
1924,york:934070,2,1,Understanding the world through L1 and L2 German and Spanish - The case of placement events,Records with materials
1924,york:934070,2,1,The effect of language on recognition memory in L1 and L2 speakers: The case of placement events,Records with materials
1925,york:934071,2,1,A Guide to Doing Statistics in Second Language Research Using SPSS and R,Records with materials
1925,york:934071,2,1,Differential effects and prompts and recasts in form-focused instructions,Records with materials
1926,york:934072,2,1,A Guide to Doing Statistics in Second Language Research Using SPSS and R,Records with materials
1926,york:934072,2,1,Differential effects and prompts and recasts in form-focused instructions,Records with materials
1927,york:934075,4,1,Maximising the kanji learning task,Records with materials
